2024-11-15 20:27:04,206 | MainProcess | MainThread | docker.utils.config | DEBUG | Trying paths: ['/Users/ctavolazzi/.docker/config.json', '/Users/ctavolazzi/.dockercfg']
2024-11-15 20:27:04,913 | MainProcess | MainThread | httpcore.connection | DEBUG | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x11b7b8430>
2024-11-15 20:27:04,913 | MainProcess | MainThread | httpcore.connection | DEBUG | start_tls.started ssl_context=<ssl.SSLContext object at 0x11b715b40> server_hostname='api.openai.com' timeout=120
2024-11-15 20:27:04,977 | MainProcess | MainThread | httpcore.connection | DEBUG | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x11b778b20>
2024-11-15 20:27:04,978 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_headers.started request=<Request [b'POST']>
2024-11-15 20:27:04,979 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_headers.complete
2024-11-15 20:27:04,979 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_body.started request=<Request [b'POST']>
2024-11-15 20:27:04,979 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_body.complete
2024-11-15 20:27:04,979 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_headers.started request=<Request [b'POST']>
2024-11-15 20:27:08,391 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Sat, 16 Nov 2024 04:27:08 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'gentle-bull-co'), (b'openai-processing-ms', b'2942'), (b'openai-version', b'2020-10-01'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'2000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'1999800'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'6ms'), (b'x-request-id', b'req_1094b1d631e7ec034e66525ee4bdc29e'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Set-Cookie', b'__cf_bm=J4Yec4_a_PeqO7j46JYwZJJiVqZX3nWDe1TqRV7tQ0s-1731731228-1.0.1.1-mcz90rXl1Bw1_42S8nppsMQF2bKuWvdLfKFFwjIongFzdDYDDAJmFKHYXxm4BOr6cja__.Ei3z7UBsDjYfDclg; path=/; expires=Sat, 16-Nov-24 04:57:08 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'X-Content-Type-Options', b'nosniff'), (b'Set-Cookie', b'_cfuvid=CjPb52cGOSusim0f8jOveh76hQTkbbEeGyMp70QU1N8-1731731228528-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'Server', b'cloudflare'), (b'CF-RAY', b'8e34b9ff3b1c2364-SJC'), (b'Content-Encoding', b'br'), (b'alt-svc', b'h3=":443"; ma=86400')])
2024-11-15 20:27:08,393 | MainProcess | MainThread | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2024-11-15 20:27:08,393 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_body.started request=<Request [b'POST']>
2024-11-15 20:27:08,397 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_body.complete
2024-11-15 20:27:08,397 | MainProcess | MainThread | httpcore.http11 | DEBUG | response_closed.started
2024-11-15 20:27:08,397 | MainProcess | MainThread | httpcore.http11 | DEBUG | response_closed.complete
2024-11-15 20:27:08,397 | MainProcess | MainThread | openai._base_client | DEBUG | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers([('date', 'Sat, 16 Nov 2024 04:27:08 GMT'), ('content-type', 'application/json'), ('transfer-encoding', 'chunked'), ('connection', 'keep-alive'), ('access-control-expose-headers', 'X-Request-ID'), ('openai-organization', 'gentle-bull-co'), ('openai-processing-ms', '2942'), ('openai-version', '2020-10-01'), ('x-ratelimit-limit-requests', '5000'), ('x-ratelimit-limit-tokens', '2000000'), ('x-ratelimit-remaining-requests', '4999'), ('x-ratelimit-remaining-tokens', '1999800'), ('x-ratelimit-reset-requests', '12ms'), ('x-ratelimit-reset-tokens', '6ms'), ('x-request-id', 'req_1094b1d631e7ec034e66525ee4bdc29e'), ('strict-transport-security', 'max-age=31536000; includeSubDomains; preload'), ('cf-cache-status', 'DYNAMIC'), ('set-cookie', '__cf_bm=J4Yec4_a_PeqO7j46JYwZJJiVqZX3nWDe1TqRV7tQ0s-1731731228-1.0.1.1-mcz90rXl1Bw1_42S8nppsMQF2bKuWvdLfKFFwjIongFzdDYDDAJmFKHYXxm4BOr6cja__.Ei3z7UBsDjYfDclg; path=/; expires=Sat, 16-Nov-24 04:57:08 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('x-content-type-options', 'nosniff'), ('set-cookie', '_cfuvid=CjPb52cGOSusim0f8jOveh76hQTkbbEeGyMp70QU1N8-1731731228528-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('server', 'cloudflare'), ('cf-ray', '8e34b9ff3b1c2364-SJC'), ('content-encoding', 'br'), ('alt-svc', 'h3=":443"; ma=86400')])
2024-11-15 20:27:08,398 | MainProcess | MainThread | openai._base_client | DEBUG | request_id: req_1094b1d631e7ec034e66525ee4bdc29e
2024-11-15 20:27:08,454 | MainProcess | MainThread | AutogenGame | INFO | Saved generated code to /Users/ctavolazzi/Code/teleport-massive/cyoa/generated_code/20241115_202708_user_proxy_markdown.markdown
2024-11-15 20:27:08,517 | MainProcess | MainThread | openai._base_client | DEBUG | Request options: {'method': 'post', 'url': '/chat/completions', 'files': None, 'json_data': {'messages': [{'content': 'You are an AI game developer creating a text-based Choose Your Own Adventure game.\nYour task is to:\n1. Generate engaging game content\n2. Track game state\n3. Handle player choices\n4. Create immersive narratives\n\nWhen writing code:\n1. Use clear, well-documented functions\n2. Include error handling\n3. Follow Python best practices\n4. Save generated code to files\n\nBegin by creating the initial game scene and core game mechanics.', 'role': 'system'}, {'content': 'Generate the following game components:\n\n1. Create the initial game scene in markdown format\n2. Write a Python class to track game state\n3. Implement a function to handle player choices\n4. Create a logging system for game actions\n\nBegin with the first task: Create the initial game scene in markdown.', 'role': 'user', 'name': 'user_proxy'}, {'content': '# Initial Game Scene in Markdown\n\n```markdown\n# **The Enchanted Forest**\n\nYou find yourself standing at the edge of the Enchanted Forest, a mystical place filled with towering trees, shimmering lights, and the sound of distant whispers. The air is thick with the scent of pine and something sweet, almost like honey. You can feel the magic in the air, and it makes your heart race with excitement and fear.\n\nAhead of you, there are three distinct paths:\n\n1. **The Winding Trail**: A narrow, winding path that disappears into the darkness of the forest. You can hear rustling leaves and the occasional hoot of an owl. It seems both inviting and foreboding.\n\n2. **The Glade of Whispers**: A beautiful glade filled with vibrant flowers and a gentle stream. The sound of water trickling over rocks is calming, but the whispers of the flowers seem to call for you, teasing secrets you cannot quite hear.\n\n3. **The Shadowed Clearing**: A clearing shrouded in shadows. You can see flickering lights in the distance, but the air feels heavy here, and a chill runs down your spine as if something is watching you.\n\nWhat will you do?\n\n- **(1)** Take the Winding Trail\n- **(2)** Explore the Glade of Whispers\n- **(3)** Venture into the Shadowed Clearing\n```\n\n---\n\nNext, I will proceed to write a Python class to track the game state. Would you like to continue?', 'role': 'assistant', 'name': 'assistant'}, {'content': 'exitcode: 1 (execution failed)\nCode output: Unsupported language markdown\n', 'role': 'user', 'name': 'user_proxy'}], 'model': 'gpt-4o-mini', 'seed': 42, 'stream': False, 'temperature': 0.7}}
2024-11-15 20:27:08,519 | MainProcess | MainThread | openai._base_client | DEBUG | Sending HTTP Request: POST https://api.openai.com/v1/chat/completions
2024-11-15 20:27:08,519 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_headers.started request=<Request [b'POST']>
2024-11-15 20:27:08,520 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_headers.complete
2024-11-15 20:27:08,520 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_body.started request=<Request [b'POST']>
2024-11-15 20:27:08,520 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_body.complete
2024-11-15 20:27:08,520 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_headers.started request=<Request [b'POST']>
2024-11-15 20:27:12,612 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Sat, 16 Nov 2024 04:27:12 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'gentle-bull-co'), (b'openai-processing-ms', b'3203'), (b'openai-version', b'2020-10-01'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'2000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'1999442'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'16ms'), (b'x-request-id', b'req_9c0fcbb6bd30e9d636b94a631b4b10da'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'CF-Cache-Status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'8e34ba156dea2364-SJC'), (b'Content-Encoding', b'br'), (b'alt-svc', b'h3=":443"; ma=86400')])
2024-11-15 20:27:12,614 | MainProcess | MainThread | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2024-11-15 20:27:12,614 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_body.started request=<Request [b'POST']>
2024-11-15 20:27:12,615 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_body.complete
2024-11-15 20:27:12,615 | MainProcess | MainThread | httpcore.http11 | DEBUG | response_closed.started
2024-11-15 20:27:12,615 | MainProcess | MainThread | httpcore.http11 | DEBUG | response_closed.complete
2024-11-15 20:27:12,615 | MainProcess | MainThread | openai._base_client | DEBUG | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers({'date': 'Sat, 16 Nov 2024 04:27:12 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'access-control-expose-headers': 'X-Request-ID', 'openai-organization': 'gentle-bull-co', 'openai-processing-ms': '3203', 'openai-version': '2020-10-01', 'x-ratelimit-limit-requests': '5000', 'x-ratelimit-limit-tokens': '2000000', 'x-ratelimit-remaining-requests': '4999', 'x-ratelimit-remaining-tokens': '1999442', 'x-ratelimit-reset-requests': '12ms', 'x-ratelimit-reset-tokens': '16ms', 'x-request-id': 'req_9c0fcbb6bd30e9d636b94a631b4b10da', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'cf-cache-status': 'DYNAMIC', 'x-content-type-options': 'nosniff', 'server': 'cloudflare', 'cf-ray': '8e34ba156dea2364-SJC', 'content-encoding': 'br', 'alt-svc': 'h3=":443"; ma=86400'})
2024-11-15 20:27:12,616 | MainProcess | MainThread | openai._base_client | DEBUG | request_id: req_9c0fcbb6bd30e9d636b94a631b4b10da
2024-11-15 20:27:12,742 | MainProcess | MainThread | openai._base_client | DEBUG | Request options: {'method': 'post', 'url': '/chat/completions', 'files': None, 'json_data': {'messages': [{'content': 'You are an AI game developer creating a text-based Choose Your Own Adventure game.\nYour task is to:\n1. Generate engaging game content\n2. Track game state\n3. Handle player choices\n4. Create immersive narratives\n\nWhen writing code:\n1. Use clear, well-documented functions\n2. Include error handling\n3. Follow Python best practices\n4. Save generated code to files\n\nBegin by creating the initial game scene and core game mechanics.', 'role': 'system'}, {'content': 'Generate the following game components:\n\n1. Create the initial game scene in markdown format\n2. Write a Python class to track game state\n3. Implement a function to handle player choices\n4. Create a logging system for game actions\n\nBegin with the first task: Create the initial game scene in markdown.', 'role': 'user', 'name': 'user_proxy'}, {'content': '# Initial Game Scene in Markdown\n\n```markdown\n# **The Enchanted Forest**\n\nYou find yourself standing at the edge of the Enchanted Forest, a mystical place filled with towering trees, shimmering lights, and the sound of distant whispers. The air is thick with the scent of pine and something sweet, almost like honey. You can feel the magic in the air, and it makes your heart race with excitement and fear.\n\nAhead of you, there are three distinct paths:\n\n1. **The Winding Trail**: A narrow, winding path that disappears into the darkness of the forest. You can hear rustling leaves and the occasional hoot of an owl. It seems both inviting and foreboding.\n\n2. **The Glade of Whispers**: A beautiful glade filled with vibrant flowers and a gentle stream. The sound of water trickling over rocks is calming, but the whispers of the flowers seem to call for you, teasing secrets you cannot quite hear.\n\n3. **The Shadowed Clearing**: A clearing shrouded in shadows. You can see flickering lights in the distance, but the air feels heavy here, and a chill runs down your spine as if something is watching you.\n\nWhat will you do?\n\n- **(1)** Take the Winding Trail\n- **(2)** Explore the Glade of Whispers\n- **(3)** Venture into the Shadowed Clearing\n```\n\n---\n\nNext, I will proceed to write a Python class to track the game state. Would you like to continue?', 'role': 'assistant', 'name': 'assistant'}, {'content': 'exitcode: 1 (execution failed)\nCode output: Unsupported language markdown\n', 'role': 'user', 'name': 'user_proxy'}, {'content': "It seems there was a misunderstanding regarding the format. Let's proceed to create the initial game scene in plain text instead. \n\nHere’s the initial game scene:\n\n# The Enchanted Forest\n\nYou find yourself standing at the edge of the Enchanted Forest, a mystical place filled with towering trees, shimmering lights, and the sound of distant whispers. The air is thick with the scent of pine and something sweet, almost like honey. You can feel the magic in the air, and it makes your heart race with excitement and fear.\n\nAhead of you, there are three distinct paths:\n\n1. **The Winding Trail**: A narrow, winding path that disappears into the darkness of the forest. You can hear rustling leaves and the occasional hoot of an owl. It seems both inviting and foreboding.\n\n2. **The Glade of Whispers**: A beautiful glade filled with vibrant flowers and a gentle stream. The sound of water trickling over rocks is calming, but the whispers of the flowers seem to call for you, teasing secrets you cannot quite hear.\n\n3. **The Shadowed Clearing**: A clearing shrouded in shadows. You can see flickering lights in the distance, but the air feels heavy here, and a chill runs down your spine as if something is watching you.\n\nWhat will you do?\n\n- (1) Take the Winding Trail\n- (2) Explore the Glade of Whispers\n- (3) Venture into the Shadowed Clearing\n\n---\n\nNext, I will write a Python class to track the game state. Let's move on to that.", 'role': 'assistant', 'name': 'assistant'}, {'content': '', 'role': 'user', 'name': 'user_proxy'}], 'model': 'gpt-4o-mini', 'seed': 42, 'stream': False, 'temperature': 0.7}}
2024-11-15 20:27:12,744 | MainProcess | MainThread | openai._base_client | DEBUG | Sending HTTP Request: POST https://api.openai.com/v1/chat/completions
2024-11-15 20:27:12,744 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_headers.started request=<Request [b'POST']>
2024-11-15 20:27:12,745 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_headers.complete
2024-11-15 20:27:12,745 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_body.started request=<Request [b'POST']>
2024-11-15 20:27:12,745 | MainProcess | MainThread | httpcore.http11 | DEBUG | send_request_body.complete
2024-11-15 20:27:12,745 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_headers.started request=<Request [b'POST']>
2024-11-15 20:27:17,221 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Sat, 16 Nov 2024 04:27:17 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'gentle-bull-co'), (b'openai-processing-ms', b'3771'), (b'openai-version', b'2020-10-01'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'2000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'1999081'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'27ms'), (b'x-request-id', b'req_0f1213fd8cf0c56d744d909adc810a7c'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'CF-Cache-Status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'8e34ba2fec892364-SJC'), (b'Content-Encoding', b'br'), (b'alt-svc', b'h3=":443"; ma=86400')])
2024-11-15 20:27:17,222 | MainProcess | MainThread | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2024-11-15 20:27:17,222 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_body.started request=<Request [b'POST']>
2024-11-15 20:27:17,223 | MainProcess | MainThread | httpcore.http11 | DEBUG | receive_response_body.complete
2024-11-15 20:27:17,223 | MainProcess | MainThread | httpcore.http11 | DEBUG | response_closed.started
2024-11-15 20:27:17,223 | MainProcess | MainThread | httpcore.http11 | DEBUG | response_closed.complete
2024-11-15 20:27:17,224 | MainProcess | MainThread | openai._base_client | DEBUG | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers({'date': 'Sat, 16 Nov 2024 04:27:17 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'access-control-expose-headers': 'X-Request-ID', 'openai-organization': 'gentle-bull-co', 'openai-processing-ms': '3771', 'openai-version': '2020-10-01', 'x-ratelimit-limit-requests': '5000', 'x-ratelimit-limit-tokens': '2000000', 'x-ratelimit-remaining-requests': '4999', 'x-ratelimit-remaining-tokens': '1999081', 'x-ratelimit-reset-requests': '12ms', 'x-ratelimit-reset-tokens': '27ms', 'x-request-id': 'req_0f1213fd8cf0c56d744d909adc810a7c', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'cf-cache-status': 'DYNAMIC', 'x-content-type-options': 'nosniff', 'server': 'cloudflare', 'cf-ray': '8e34ba2fec892364-SJC', 'content-encoding': 'br', 'alt-svc': 'h3=":443"; ma=86400'})
2024-11-15 20:27:17,224 | MainProcess | MainThread | openai._base_client | DEBUG | request_id: req_0f1213fd8cf0c56d744d909adc810a7c
2024-11-15 20:27:17,271 | MainProcess | MainThread | AutogenGame | INFO | Saved generated code to /Users/ctavolazzi/Code/teleport-massive/cyoa/generated_code/20241115_202717_user_proxy_python.python
2024-11-15 20:27:17,280 | MainProcess | MainThread | urllib3.connectionpool | DEBUG | http://localhost:None "POST /v1.44/containers/d587368b6d7363522f0e6a82e54609712740727f8c909b50538d3ac02d62d5cb/exec HTTP/1.1" 201 None
2024-11-15 20:27:17,290 | MainProcess | MainThread | urllib3.connectionpool | DEBUG | http://localhost:None "POST /v1.44/exec/453196b999862835a2f086ddfd6f74d9df1991d9cfbca6cd378ad72020cd94f8/start HTTP/1.1" 101 0
2024-11-15 20:27:17,367 | MainProcess | MainThread | urllib3.connectionpool | DEBUG | http://localhost:None "GET /v1.44/exec/453196b999862835a2f086ddfd6f74d9df1991d9cfbca6cd378ad72020cd94f8/json HTTP/1.1" 200 None
2024-11-15 20:27:17,373 | MainProcess | MainThread | urllib3.connectionpool | DEBUG | http://localhost:None "GET /v1.44/containers/autogen-code-exec-77c5e9e7-7fc5-44b8-b3e3-36aacdad0569/json HTTP/1.1" 200 None
2024-11-15 20:27:27,530 | MainProcess | MainThread | urllib3.connectionpool | DEBUG | http://localhost:None "POST /v1.44/containers/d587368b6d7363522f0e6a82e54609712740727f8c909b50538d3ac02d62d5cb/stop HTTP/1.1" 204 0
2024-11-15 20:27:27,595 | MainProcess | MainThread | httpcore.connection | DEBUG | close.started
2024-11-15 20:27:27,595 | MainProcess | MainThread | httpcore.connection | DEBUG | close.complete
